URL,Status,Error
https://goodparty.org/elections/nj/gloucester-county/mantua-township,404,
https://goodparty.org/elections/nj/bergen-county/river-vale-township,404,
https://goodparty.org/elections/position/nj/byram-township-school-district/local-school-board,,No response received
